"Participants","LinguisticStructure","Condition","ConditionEffectSize","StructureEffectScale"
50,0.15329,0,0.1,0.15
50,0.00022,0.00721,0.1,0.15
50,0.02401,0.00325,0.1,0.15
50,0.00039,0.00034,0.1,0.15
50,0.02015,0.00177,0.1,0.15
50,0.00271,0.00734,0.1,0.15
50,7e-05,2e-05,0.1,0.15
50,0.00468,0.00014,0.1,0.15
50,0.07028,0.01552,0.1,0.15
50,0.40933,0,0.1,0.15
50,0.02613,0.00678,0.1,0.15
50,0.0129,1e-05,0.1,0.15
50,0.12762,0.00056,0.1,0.15
50,0.0027,0.00143,0.1,0.15
50,0.00033,0.00223,0.1,0.15
50,0.0064,0.00822,0.1,0.15
50,0.00681,0,0.1,0.15
50,0.11764,2e-05,0.1,0.15
50,0.01289,0.06442,0.1,0.15
50,0.50707,6e-05,0.1,0.15
50,0.00398,0.36228,0.1,0.15
50,0.0092,1e-04,0.1,0.15
50,0.00692,8e-05,0.1,0.15
50,0.04242,0.00016,0.1,0.15
50,0.11204,0.00061,0.1,0.15
50,0.02185,0.04869,0.1,0.15
50,0.09192,0.02081,0.1,0.15
50,0.00039,0.00211,0.1,0.15
50,0.00445,0.10365,0.1,0.15
50,0.75029,0.4233,0.1,0.15
50,0.20732,0.0918,0.1,0.15
50,0.03497,0.00083,0.1,0.15
50,0.38639,0.00384,0.1,0.15
50,0.00257,0.0359,0.1,0.15
50,0.08358,0.00031,0.1,0.15
50,0.01294,0.05818,0.1,0.15
50,0.00076,0.00347,0.1,0.15
50,0.0558,0.05489,0.1,0.15
50,0.26281,0,0.1,0.15
50,9e-05,0.00018,0.1,0.15
50,0.00527,4e-05,0.1,0.15
50,0.00056,8e-05,0.1,0.15
50,0.00023,0.07948,0.1,0.15
50,0.18599,0.00322,0.1,0.15
50,0.04282,0.01074,0.1,0.15
50,0.0363,0.33156,0.1,0.15
50,0.06301,0.00883,0.1,0.15
50,1e-04,0.00481,0.1,0.15
50,0.00455,0.01081,0.1,0.15
50,0.00581,0.00144,0.1,0.15
50,0.00013,0.00047,0.1,0.15
50,0.00906,0.0057,0.1,0.15
50,0.60134,0.01605,0.1,0.15
50,0.00773,0.02961,0.1,0.15
50,0.05107,0.00562,0.1,0.15
50,0.0017,0.00012,0.1,0.15
50,0.00133,0.00307,0.1,0.15
50,0.01174,0.22258,0.1,0.15
50,0.0013,0.00075,0.1,0.15
50,0.0131,0.12095,0.1,0.15
50,0.00947,0.03173,0.1,0.15
50,0.01241,0.00043,0.1,0.15
50,0.01182,0.02353,0.1,0.15
50,0.00019,0.06648,0.1,0.15
50,0.22492,0.0106,0.1,0.15
50,0.008,0.00329,0.1,0.15
50,0.02695,0.00134,0.1,0.15
50,0.2902,0.00598,0.1,0.15
50,0.00662,0.00036,0.1,0.15
50,0.00018,0.05521,0.1,0.15
50,0.02566,0.00272,0.1,0.15
50,9e-05,0.02318,0.1,0.15
50,8e-05,0.00023,0.1,0.15
50,0.01409,0.0054,0.1,0.15
50,0.01162,0.00087,0.1,0.15
50,0.00176,0.02366,0.1,0.15
50,0.03771,0.35404,0.1,0.15
50,0.16262,1e-05,0.1,0.15
50,0.05926,0.00161,0.1,0.15
50,7e-05,0.00465,0.1,0.15
50,0.00691,0.00018,0.1,0.15
50,0.22158,0.02254,0.1,0.15
50,0.03497,0,0.1,0.15
50,0.00595,0.00063,0.1,0.15
50,0.12305,8e-05,0.1,0.15
50,0.18295,0.00333,0.1,0.15
50,0.00016,0.07167,0.1,0.15
50,0.51734,4e-05,0.1,0.15
50,0.04642,0.0497,0.1,0.15
50,0.0393,0.00063,0.1,0.15
50,0.02038,1e-05,0.1,0.15
50,0.03153,0.00017,0.1,0.15
50,0.01466,0.21738,0.1,0.15
50,0.00048,0.01223,0.1,0.15
50,0.01369,0,0.1,0.15
50,0.11254,0.02975,0.1,0.15
50,0.00489,0.06821,0.1,0.15
50,0.03075,0.05846,0.1,0.15
50,0.33796,0.00794,0.1,0.15
50,0.03549,0.00283,0.1,0.15
50,0.00068,0.001,0.1,0.15
50,0.00073,0.01132,0.1,0.15
50,0.00774,0.00056,0.1,0.15
50,0.18968,0.00012,0.1,0.15
50,0.04124,5e-05,0.1,0.15
50,0.01526,0.00045,0.1,0.15
50,0.01741,4e-05,0.1,0.15
50,0.0161,0.01725,0.1,0.15
50,0.01058,0.00154,0.1,0.15
50,0.06528,0.00012,0.1,0.15
50,0.00046,0.00429,0.1,0.15
50,0.00058,0.00382,0.1,0.15
50,0.00209,5e-05,0.1,0.15
50,0.36378,0.00013,0.1,0.15
50,0.12904,0.00347,0.1,0.15
50,0.10432,0.00223,0.1,0.15
50,0.77936,0.00176,0.1,0.15
50,0.07709,0.01786,0.1,0.15
50,0.06388,0.0086,0.1,0.15
50,0.00578,0.09936,0.1,0.15
50,0.01062,0.00221,0.1,0.15
50,0.51012,0.0224,0.1,0.15
50,0.0254,0.00542,0.1,0.15
50,0.00592,0.05862,0.1,0.15
50,0.0089,0.01015,0.1,0.15
50,9e-05,8e-04,0.1,0.15
50,0.01879,0.00354,0.1,0.15
50,0.00135,0.00128,0.1,0.15
50,0.00935,5e-05,0.1,0.15
50,0.00037,0.00058,0.1,0.15
50,0.00132,0.0045,0.1,0.15
50,4e-05,0,0.1,0.15
50,0.10501,0.03396,0.1,0.15
50,0.025,1e-04,0.1,0.15
50,0.37194,1e-05,0.1,0.15
50,0.00101,0.00217,0.1,0.15
50,0.00931,0.01551,0.1,0.15
50,0.02156,0.00073,0.1,0.15
50,0.01408,0.05027,0.1,0.15
50,0.02703,0.00015,0.1,0.15
50,0.04568,0.00092,0.1,0.15
50,0.00414,2e-05,0.1,0.15
50,0.02362,0.12166,0.1,0.15
50,0.20916,0.1847,0.1,0.15
50,0.92765,0.02297,0.1,0.15
50,0.00479,0.00994,0.1,0.15
50,0.0063,0.14265,0.1,0.15
50,0.53455,0.00202,0.1,0.15
50,0.07052,1e-05,0.1,0.15
50,0.00026,0.05456,0.1,0.15
50,0.01539,5e-05,0.1,0.15
50,0.00128,0.00867,0.1,0.15
50,0.00014,2e-05,0.1,0.15
50,0.24226,0.01713,0.1,0.15
50,0.00246,9e-05,0.1,0.15
50,0.001,0.18316,0.1,0.15
50,0.32739,0.01587,0.1,0.15
50,0.00613,0,0.1,0.15
50,0.03961,0.04936,0.1,0.15
50,0.67821,0.00026,0.1,0.15
50,0.48385,0.00226,0.1,0.15
50,0.00163,0.11058,0.1,0.15
50,0.18563,0,0.1,0.15
50,0.00094,1e-05,0.1,0.15
50,0.01187,0.01319,0.1,0.15
50,0.00127,0.39743,0.1,0.15
50,0.37166,0.02637,0.1,0.15
50,0.06311,0.00098,0.1,0.15
50,0.00012,0.00064,0.1,0.15
50,0.01735,0.00038,0.1,0.15
50,0.02725,0.01032,0.1,0.15
50,0.12698,0.00014,0.1,0.15
50,0.03129,0.00026,0.1,0.15
50,0.00269,0.042,0.1,0.15
50,2e-05,0.00196,0.1,0.15
50,0.01379,0.00099,0.1,0.15
50,0.00577,0.02687,0.1,0.15
50,6e-04,0.00989,0.1,0.15
50,0.00888,0.00024,0.1,0.15
50,0.73031,0.13624,0.1,0.15
50,0.0078,0.00139,0.1,0.15
50,0.00862,0.00064,0.1,0.15
50,0.00088,0.00127,0.1,0.15
50,0.00013,0.01714,0.1,0.15
50,0.00782,0.00117,0.1,0.15
50,0.00206,0.00035,0.1,0.15
50,0.01235,0.22131,0.1,0.15
50,0.00171,0.00742,0.1,0.15
50,0.03774,0.00064,0.1,0.15
50,0.23998,5e-05,0.1,0.15
50,0.00203,0.00033,0.1,0.15
50,0.04503,1e-05,0.1,0.15
50,0.03195,0.01384,0.1,0.15
50,0.00831,0.03634,0.1,0.15
50,0.00033,0.00066,0.1,0.15
50,0.03065,0.00251,0.1,0.15
50,0.00289,0.00401,0.1,0.15
50,0.02861,0.01103,0.1,0.15
50,0.0883,0.04104,0.1,0.15
50,0.05834,0.00985,0.1,0.15
50,0.00043,0.27086,0.1,0.15
50,0.02589,6e-05,0.1,0.15
50,0.00465,0.04686,0.1,0.15
50,4e-05,4e-05,0.1,0.15
50,0.00321,0.04689,0.1,0.15
50,0.01632,0,0.1,0.15
50,0.03464,0.14203,0.1,0.15
50,0.02866,0.00822,0.1,0.15
50,5e-04,0,0.1,0.15
50,0.00873,0.02532,0.1,0.15
50,3e-05,0.00394,0.1,0.15
50,0.05282,0,0.1,0.15
50,0.0054,0.00637,0.1,0.15
50,0.00216,0.00062,0.1,0.15
50,0.00035,3e-05,0.1,0.15
50,0.00143,7e-05,0.1,0.15
50,0.15163,0.32251,0.1,0.15
50,0.06352,0,0.1,0.15
50,0.00375,0.03597,0.1,0.15
50,1e-05,1e-05,0.1,0.15
50,0.06963,0.00791,0.1,0.15
50,0.07101,0,0.1,0.15
50,0.20497,0.00609,0.1,0.15
50,8e-05,0,0.1,0.15
50,0.00265,0,0.1,0.15
50,0.01196,0.32364,0.1,0.15
50,0.00204,0.00092,0.1,0.15
50,4e-05,0.01615,0.1,0.15
50,0.13628,1e-05,0.1,0.15
50,0.10465,0.00063,0.1,0.15
50,0.04572,0,0.1,0.15
50,0.00054,0.02304,0.1,0.15
50,0.147,0.00025,0.1,0.15
50,0.00027,0.00117,0.1,0.15
50,0.18861,0.00025,0.1,0.15
50,0.00212,0.00754,0.1,0.15
50,0.00791,0,0.1,0.15
50,8e-05,1e-05,0.1,0.15
50,7e-05,0.00305,0.1,0.15
50,0.0021,0.02226,0.1,0.15
50,0.00377,0.05818,0.1,0.15
50,0.02963,0.00588,0.1,0.15
50,1e-05,0.00041,0.1,0.15
50,4e-05,0.0064,0.1,0.15
50,0.00062,0.0042,0.1,0.15
50,0.02173,5e-04,0.1,0.15
50,0.02773,0.02314,0.1,0.15
50,2e-05,0.00013,0.1,0.15
50,0.01026,0.00061,0.1,0.15
50,0.04616,0.07065,0.1,0.15
50,0.00071,2e-05,0.1,0.15
50,0.98982,0.01182,0.1,0.15
50,0.00123,0.00061,0.1,0.15
50,0,0.01277,0.1,0.15
50,0.01883,0.04276,0.1,0.15
50,0.04466,0.00019,0.1,0.15
50,0.11873,2e-05,0.1,0.15
50,0.36527,0.01605,0.1,0.15
50,0.00513,0.00175,0.1,0.15
50,1e-05,0,0.1,0.15
50,0.0276,0.03721,0.1,0.15
50,0.10089,0.00568,0.1,0.15
50,0.06319,0.00841,0.1,0.15
50,0.00618,4e-04,0.1,0.15
50,0.08695,0.00736,0.1,0.15
50,0.01108,0.0034,0.1,0.15
50,0.15703,7e-05,0.1,0.15
50,0.00326,0.0085,0.1,0.15
50,0.01536,1e-05,0.1,0.15
50,0.06633,0.02174,0.1,0.15
50,0.10185,0.0014,0.1,0.15
50,0.03397,4e-05,0.1,0.15
50,0.18942,0.00016,0.1,0.15
50,0.05823,0.0088,0.1,0.15
50,0.00089,0.00015,0.1,0.15
50,0.91233,0.00344,0.1,0.15
50,0.05741,0.45994,0.1,0.15
50,0.16284,0.02082,0.1,0.15
50,0.02317,0,0.1,0.15
50,0.02525,0.00219,0.1,0.15
50,0.00282,0.07211,0.1,0.15
50,0.00219,0.00522,0.1,0.15
50,0.70773,0.05798,0.1,0.15
50,0.44711,0.03314,0.1,0.15
50,0.00778,1e-04,0.1,0.15
50,0.00098,0.00016,0.1,0.15
50,0.04633,0.07767,0.1,0.15
50,0.64324,0.01245,0.1,0.15
50,2e-05,2e-05,0.1,0.15
50,0.00021,0.00021,0.1,0.15
50,0.17599,0.00107,0.1,0.15
50,0.00082,0.00036,0.1,0.15
50,0.00642,0.00064,0.1,0.15
50,0,0.00014,0.1,0.15
50,1e-04,0.12556,0.1,0.15
50,0.05915,0.0011,0.1,0.15
50,4e-05,0.02791,0.1,0.15
50,0.04504,2e-05,0.1,0.15
50,0.00726,0.00043,0.1,0.15
50,0.00229,0.00419,0.1,0.15
50,0.0333,0.02974,0.1,0.15
50,0.00279,0.0034,0.1,0.15
50,0.00071,0,0.1,0.15
50,0.01924,0.00069,0.1,0.15
50,0.88884,0.0031,0.1,0.15
50,0.00325,0.05188,0.1,0.15
50,0.09016,0.00116,0.1,0.15
50,0.05577,0.00066,0.1,0.15
50,6e-05,0.00177,0.1,0.15
50,0.0026,0.2568,0.1,0.15
50,0.00257,0.00021,0.1,0.15
50,0.01073,0.00097,0.1,0.15
50,0.01372,0.00342,0.1,0.15
50,0.28464,0.05226,0.1,0.15
50,0.51048,0.00019,0.1,0.15
50,0.01039,0,0.1,0.15
50,0.09313,0.00042,0.1,0.15
50,0.00614,0.0067,0.1,0.15
50,0.0218,0.00025,0.1,0.15
50,0.00409,0.0076,0.1,0.15
50,0.00015,0.02458,0.1,0.15
50,0.12275,8e-05,0.1,0.15
50,0.00011,0.09807,0.1,0.15
50,0.09051,0.00452,0.1,0.15
50,0.00492,0.00015,0.1,0.15
50,0.00013,0.0157,0.1,0.15
50,9e-05,0.01369,0.1,0.15
50,0.08056,8e-05,0.1,0.15
50,0.00141,0.00018,0.1,0.15
50,0.00163,0.00606,0.1,0.15
50,0.90917,0.00517,0.1,0.15
50,0.00012,0.0077,0.1,0.15
50,4e-04,0.00878,0.1,0.15
50,0.0248,0.01758,0.1,0.15
50,2e-04,3e-05,0.1,0.15
50,0.04743,0.00136,0.1,0.15
50,0.00153,0.71343,0.1,0.15
50,0.008,0.00079,0.1,0.15
50,0.00614,1e-05,0.1,0.15
50,0.0221,0.0012,0.1,0.15
50,0.00079,0.003,0.1,0.15
50,0.11134,0.02059,0.1,0.15
50,0.00962,0.00427,0.1,0.15
50,0.07985,0.15808,0.1,0.15
50,0.03845,0.00026,0.1,0.15
50,0.02952,0.03875,0.1,0.15
50,0.12732,0.30919,0.1,0.15
50,0,8e-05,0.1,0.15
50,0.37347,0.01494,0.1,0.15
50,0.00287,0.1892,0.1,0.15
50,0.00061,0.1401,0.1,0.15
50,0.00037,0,0.1,0.15
50,0.00237,0.08876,0.1,0.15
50,0.06425,0.00099,0.1,0.15
50,0.00094,0.02903,0.1,0.15
50,0.03271,0.00776,0.1,0.15
50,0.02336,0.0982,0.1,0.15
50,0.00427,0.00293,0.1,0.15
50,0.58727,0.00297,0.1,0.15
50,0.02521,0.00036,0.1,0.15
50,0.00225,0.00118,0.1,0.15
50,0.09624,0.00029,0.1,0.15
50,0.05835,0.00694,0.1,0.15
50,0.01537,3e-05,0.1,0.15
50,0.01348,0.00012,0.1,0.15
50,0.05431,0.00148,0.1,0.15
50,0.00437,0.00482,0.1,0.15
50,0.01372,0.00018,0.1,0.15
50,0.00654,0.01832,0.1,0.15
50,0.32455,0.00155,0.1,0.15
50,0.00016,0,0.1,0.15
50,0.02812,6e-05,0.1,0.15
50,0.03269,0.0496,0.1,0.15
50,0.00065,0.04094,0.1,0.15
50,0.90042,0.01278,0.1,0.15
50,0.034,0.03715,0.1,0.15
50,0.02623,0.06418,0.1,0.15
50,0.06735,0.00058,0.1,0.15
50,0.03003,0,0.1,0.15
50,0.01024,0.01347,0.1,0.15
50,0.11819,0.14235,0.1,0.15
50,0.00599,0.00032,0.1,0.15
50,0.06696,0.00151,0.1,0.15
50,0.00229,0.00077,0.1,0.15
50,0.04583,1e-05,0.1,0.15
50,0.00047,0.08625,0.1,0.15
50,0.02042,4e-05,0.1,0.15
50,0.00011,0.00014,0.1,0.15
50,0.01312,0.00798,0.1,0.15
50,0.00018,0.00028,0.1,0.15
50,0.00776,8e-04,0.1,0.15
50,0.00032,0.06435,0.1,0.15
50,0.05375,0.00073,0.1,0.15
50,0.01273,0.00022,0.1,0.15
50,0.00142,0,0.1,0.15
50,0.01764,0.00046,0.1,0.15
50,0.04333,0.0049,0.1,0.15
50,0.00074,0.08031,0.1,0.15
50,0.00742,0.02364,0.1,0.15
50,0.01695,0.00097,0.1,0.15
50,0.00219,0.02269,0.1,0.15
50,0.13723,0.04727,0.1,0.15
50,0.40118,0.00824,0.1,0.15
50,0.12824,0.00041,0.1,0.15
50,0.10811,0.04441,0.1,0.15
50,0.02068,0.0042,0.1,0.15
50,0.85783,0.00036,0.1,0.15
50,0.11623,0.00739,0.1,0.15
50,7e-04,0.00182,0.1,0.15
50,0.00999,0.35445,0.1,0.15
50,0.25443,6e-04,0.1,0.15
50,8e-05,1e-05,0.1,0.15
50,0.0256,0.00354,0.1,0.15
50,0.01329,0.01083,0.1,0.15
50,0.19735,0.00498,0.1,0.15
50,0.00026,0.00012,0.1,0.15
50,0.01152,0.00065,0.1,0.15
50,0.00194,0.00227,0.1,0.15
50,7e-05,2e-05,0.1,0.15
50,0.00036,0.00856,0.1,0.15
50,0.00035,0.02415,0.1,0.15
50,0.2753,0.0393,0.1,0.15
50,3e-05,0.00151,0.1,0.15
50,0.04931,0.00156,0.1,0.15
50,0.00563,0.00017,0.1,0.15
50,0.09757,0.01957,0.1,0.15
50,0.00054,0.00011,0.1,0.15
50,2e-05,0.00786,0.1,0.15
50,0.2654,0.05844,0.1,0.15
50,0,0.15416,0.1,0.15
50,0.00011,0.00038,0.1,0.15
50,0.08394,0.00445,0.1,0.15
50,0.04836,0.02139,0.1,0.15
50,0.3923,0.00328,0.1,0.15
50,0.01736,0.00113,0.1,0.15
50,0.00196,0.01387,0.1,0.15
50,0.02336,0.00086,0.1,0.15
50,0.0272,0.02727,0.1,0.15
50,0.384,8e-05,0.1,0.15
50,0.00299,0,0.1,0.15
50,0.04621,0.00445,0.1,0.15
50,0.54803,0.00893,0.1,0.15
50,0.00058,7e-05,0.1,0.15
50,0.00089,7e-05,0.1,0.15
50,7e-05,0.0013,0.1,0.15
50,0.01119,0.01069,0.1,0.15
50,0.02572,0.0249,0.1,0.15
50,0.01238,0.02657,0.1,0.15
50,0.59019,0.0199,0.1,0.15
50,0.0045,0.00023,0.1,0.15
50,0.00055,0.06796,0.1,0.15
50,0.37729,0.0041,0.1,0.15
50,0.16152,0,0.1,0.15
50,0.00161,0.01384,0.1,0.15
50,0.03252,0.16019,0.1,0.15
50,0.34689,8e-05,0.1,0.15
50,0.0143,4e-05,0.1,0.15
50,0.03053,1e-05,0.1,0.15
50,0.00755,6e-05,0.1,0.15
50,7e-04,0.01123,0.1,0.15
50,0.01487,5e-04,0.1,0.15
50,0.08407,3e-05,0.1,0.15
50,0.00747,0.00862,0.1,0.15
50,0.00391,0.52601,0.1,0.15
50,0.05651,0.00944,0.1,0.15
50,0.01168,0.00783,0.1,0.15
50,0.01572,0.00222,0.1,0.15
50,0.00142,0.02893,0.1,0.15
50,0.34074,0.00015,0.1,0.15
50,0.02408,2e-04,0.1,0.15
50,0.05632,0.00042,0.1,0.15
50,0.06319,0.00091,0.1,0.15
50,0.00874,9e-05,0.1,0.15
50,0.46203,0.03287,0.1,0.15
50,0.07293,0.00055,0.1,0.15
50,0.00011,2e-04,0.1,0.15
50,0.02528,0.02854,0.1,0.15
50,0.02951,0.12148,0.1,0.15
50,0.65234,0.03521,0.1,0.15
50,0.00908,0.07686,0.1,0.15
50,0.01348,3e-05,0.1,0.15
50,0.02519,5e-05,0.1,0.15
50,0.17153,0.21457,0.1,0.15
50,0.04363,0.00438,0.1,0.15
50,0.00658,0.00038,0.1,0.15
50,0.01226,0.01327,0.1,0.15
50,0.12049,0.00102,0.1,0.15
50,0.02768,0.00252,0.1,0.15
50,0.0069,0.00085,0.1,0.15
50,0.11668,0.12869,0.1,0.15
50,0.03695,0,0.1,0.15
50,0.00031,0.00382,0.1,0.15
50,0.54888,0.00058,0.1,0.15
50,0.02685,0.00022,0.1,0.15
50,0.01058,0.00057,0.1,0.15
50,0.09764,0.00014,0.1,0.15
50,0.00018,0.24784,0.1,0.15
50,0.00146,0.01712,0.1,0.15
50,0.00141,7e-05,0.1,0.15
50,0.00752,4e-05,0.1,0.15
50,0.00995,0.03181,0.1,0.15
50,0.1684,0.00343,0.1,0.15
50,0.00145,0.03779,0.1,0.15
50,0.49658,0,0.1,0.15
50,0.12305,0.00045,0.1,0.15
50,0.07232,0.00875,0.1,0.15
50,0.00569,0.00485,0.1,0.15
50,0.00038,0.00375,0.1,0.15
50,0.01082,0.00523,0.1,0.15
50,0.23913,0.0219,0.1,0.15
50,0.00148,0.00128,0.1,0.15
50,0.00144,0.00232,0.1,0.15
50,0.00121,0.04406,0.1,0.15
50,0.00605,0.00079,0.1,0.15
50,0.43313,0.01263,0.1,0.15
50,0.12291,2e-05,0.1,0.15
50,0.00119,0.00041,0.1,0.15
50,0.00173,0.00075,0.1,0.15
50,0.0012,0.10948,0.1,0.15
50,0.05303,0.18174,0.1,0.15
50,0.02103,0.00156,0.1,0.15
50,0.00115,0.00245,0.1,0.15
50,0.00425,8e-05,0.1,0.15
50,0.00486,0.00042,0.1,0.15
50,0.10107,0.02254,0.1,0.15
50,0.10539,0.00423,0.1,0.15
50,0.00807,0.00302,0.1,0.15
50,0.00111,0.00344,0.1,0.15
50,4e-05,0.06437,0.1,0.15
50,1e-05,0.00124,0.1,0.15
50,0.05901,0.00077,0.1,0.15
50,0.00073,0,0.1,0.15
50,0.00015,8e-05,0.1,0.15
50,0.00122,0.00029,0.1,0.15
50,0.00041,0.00649,0.1,0.15
50,0.00602,0.15647,0.1,0.15
50,0.14759,0.00053,0.1,0.15
50,0.00987,0.11535,0.1,0.15
50,7e-04,0.00685,0.1,0.15
50,0.23765,0.00235,0.1,0.15
50,0.04375,0.00039,0.1,0.15
50,0.00063,0.00583,0.1,0.15
50,0.34482,0.01972,0.1,0.15
50,0.01027,0.00015,0.1,0.15
50,0.00319,0.01535,0.1,0.15
50,0.00742,0.00909,0.1,0.15
50,0.03522,0.01115,0.1,0.15
50,0.03668,0.00255,0.1,0.15
50,0.00069,0.00132,0.1,0.15
50,1e-04,0.06215,0.1,0.15
50,0.03615,2e-05,0.1,0.15
50,0.00051,0.02351,0.1,0.15
50,0.00988,0.015,0.1,0.15
50,0.07501,0.22949,0.1,0.15
50,0.00538,0.07592,0.1,0.15
50,0.03235,9e-05,0.1,0.15
50,0.04718,0.01097,0.1,0.15
50,0.28737,0.08808,0.1,0.15
50,0.03372,0.00469,0.1,0.15
50,0.0949,0.00398,0.1,0.15
50,0.02102,0.0077,0.1,0.15
50,0.0015,0.00428,0.1,0.15
50,0.01231,0.02292,0.1,0.15
50,3e-04,0.00137,0.1,0.15
50,0.0143,0.01878,0.1,0.15
50,0.00675,1e-05,0.1,0.15
50,0.73974,0.01472,0.1,0.15
50,0.01959,1e-05,0.1,0.15
50,0.00139,0.00797,0.1,0.15
50,0.00049,4e-05,0.1,0.15
50,0.01969,2e-05,0.1,0.15
50,1e-05,0.76869,0.1,0.15
50,0.0174,0.00013,0.1,0.15
50,0.00383,0.00026,0.1,0.15
50,0.00209,0.00547,0.1,0.15
50,0.11422,0.00035,0.1,0.15
50,0.02503,0.04615,0.1,0.15
50,0.00115,0.00028,0.1,0.15
50,0.02579,0.00039,0.1,0.15
50,0.00325,8e-05,0.1,0.15
50,0.15569,0.0025,0.1,0.15
50,0.00434,1e-05,0.1,0.15
50,0.00241,3e-05,0.1,0.15
50,0.56117,0.00912,0.1,0.15
50,0.0217,0.00026,0.1,0.15
50,0.00659,0.00018,0.1,0.15
50,0.06653,0.00014,0.1,0.15
50,0.00021,0.01386,0.1,0.15
50,0.09359,0.00056,0.1,0.15
50,0.04945,0.01045,0.1,0.15
50,0.08789,1e-05,0.1,0.15
50,0.00018,0.13611,0.1,0.15
50,7e-05,0.00113,0.1,0.15
50,0.00268,0.00023,0.1,0.15
50,0.01209,0.00534,0.1,0.15
50,0.00024,0.00827,0.1,0.15
50,0.00183,0.00169,0.1,0.15
50,0.01012,0.0022,0.1,0.15
50,0.00891,0,0.1,0.15
50,0.00389,0.00373,0.1,0.15
50,0.00477,0,0.1,0.15
50,0.0117,0.01503,0.1,0.15
50,0.15196,0.00094,0.1,0.15
50,0.11878,0.01343,0.1,0.15
50,0.08555,2e-04,0.1,0.15
50,0.00984,0.00581,0.1,0.15
50,0.00224,0.00046,0.1,0.15
50,0.01617,0.00456,0.1,0.15
50,0.00614,0.00164,0.1,0.15
50,0.01567,0.00023,0.1,0.15
50,0.23422,0.05038,0.1,0.15
50,0.00156,2e-05,0.1,0.15
50,0.43897,0.00297,0.1,0.15
50,0.0095,0,0.1,0.15
50,0.00054,0.00056,0.1,0.15
50,0.10607,0.00021,0.1,0.15
50,0.06099,0.00504,0.1,0.15
50,0.04436,0.00031,0.1,0.15
50,0.00127,7e-04,0.1,0.15
50,0.05963,0.00041,0.1,0.15
50,0.32741,0.00065,0.1,0.15
50,0.0045,0.03467,0.1,0.15
50,0.11389,1e-05,0.1,0.15
50,4e-04,0,0.1,0.15
50,0.06339,6e-05,0.1,0.15
50,0.02328,0.00541,0.1,0.15
50,0.12193,0,0.1,0.15
50,0.00219,0.00152,0.1,0.15
50,0.03157,0.00437,0.1,0.15
50,0.00662,0.00085,0.1,0.15
50,0.07306,1e-05,0.1,0.15
50,0.3537,0.01062,0.1,0.15
50,0.85377,0.00274,0.1,0.15
50,0.00282,0.02049,0.1,0.15
50,4e-04,0.00029,0.1,0.15
50,0.13545,0.00037,0.1,0.15
50,0.59627,0.00917,0.1,0.15
50,5e-04,0.00044,0.1,0.15
50,0.11787,0.00078,0.1,0.15
50,0.02488,0.02396,0.1,0.15
50,0.04188,0.08037,0.1,0.15
50,0.04109,0.01658,0.1,0.15
50,0.40262,0.00325,0.1,0.15
50,0.0298,0.05763,0.1,0.15
50,0.01185,0.00259,0.1,0.15
50,0.35123,3e-05,0.1,0.15
50,0.00788,1e-04,0.1,0.15
50,0.01103,0.0033,0.1,0.15
50,0.06029,0.03983,0.1,0.15
50,0.00534,0.00138,0.1,0.15
50,0.02372,0.05971,0.1,0.15
50,0.04687,0.0037,0.1,0.15
50,0.18445,0.00829,0.1,0.15
50,0.00343,0.00019,0.1,0.15
50,0.46126,0.00031,0.1,0.15
50,0.04787,0.00012,0.1,0.15
50,0.08675,0.00162,0.1,0.15
50,0.00582,0.04116,0.1,0.15
50,0.1592,0.00068,0.1,0.15
50,0.00385,0.0122,0.1,0.15
50,0.00017,1e-04,0.1,0.15
50,0.01618,0.01408,0.1,0.15
50,0.0225,0,0.1,0.15
50,0.61349,0.155,0.1,0.15
50,0.04432,0.00495,0.1,0.15
50,0.646,0.00627,0.1,0.15
50,0.04242,3e-05,0.1,0.15
50,0.00494,0.00084,0.1,0.15
50,0,0.03466,0.1,0.15
50,0.04375,0.00168,0.1,0.15
50,0.06093,0.02196,0.1,0.15
50,0.00259,0.00173,0.1,0.15
50,0.2407,0.02152,0.1,0.15
50,0.18555,0.00075,0.1,0.15
50,0.30375,0.01918,0.1,0.15
50,0.04689,0.00394,0.1,0.15
50,0.0028,0.00089,0.1,0.15
50,0.02916,0.00061,0.1,0.15
50,2e-05,0.00057,0.1,0.15
50,0.00681,0,0.1,0.15
50,0.03028,4e-05,0.1,0.15
50,0.0012,1e-05,0.1,0.15
50,0.04727,0.0025,0.1,0.15
50,1e-05,2e-05,0.1,0.15
50,0.01147,0.00152,0.1,0.15
50,0.01151,0.00101,0.1,0.15
50,0.00469,0.00011,0.1,0.15
50,0.00224,1e-04,0.1,0.15
50,0.05824,0,0.1,0.15
50,0.00559,1e-05,0.1,0.15
50,0.07708,0.00526,0.1,0.15
50,0.12759,0.25029,0.1,0.15
50,0.00155,3e-04,0.1,0.15
50,0.13324,0,0.1,0.15
50,0.0017,0.00083,0.1,0.15
50,0.1525,1e-05,0.1,0.15
50,0.03022,0.00011,0.1,0.15
50,0.03921,0.00043,0.1,0.15
50,0.15634,0.01669,0.1,0.15
50,0.0017,1e-05,0.1,0.15
50,0.91085,1e-05,0.1,0.15
50,0.00223,0.00024,0.1,0.15
50,0.00562,9e-05,0.1,0.15
50,0.00087,0.00152,0.1,0.15
50,0.01044,0.00016,0.1,0.15
